movieId,title,genres,imdbId,tmdbId,overview,tmdb_vote_average,tmdb_vote_count,tmdb_genres,rating
17,Sense and Sensibility (1995),Drama|Romance,114388,4584.0,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",7.418,1758,"['Drama', 'Romance']",5.0
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,7.328,1418,['Drama'],3.5
41,Richard III (1995),Drama|War,114279,31174.0,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",6.739,186,"['Drama', 'War']",1.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,4.2,4,"['Romance', 'Drama']",3.0
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",7.7,23,['Documentary'],3.5
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",5.8,1433,"['Science Fiction', 'Action', 'Adventure']",1.0
193,Showgirls (1995),Drama,114436,10802.0,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",5.585,1311,['Drama'],2.5
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",7.401,837,"['Drama', 'Romance']",4.0
206,Unzipped (1995),Documentary,114805,77350.0,"Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection.",5.5,17,['Documentary'],4.5
211,"Browning Version, The (1994)",Drama,109340,49805.0,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire for 'health reasons', and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His unfaithful wife Laura tries to hurt him in any way she can. Andrew must come to terms with his failed life and at least regain his own self-esteem.",6.6,54,['Drama'],4.5
